100 1 0.001 22.3607
100 2 0.00075 25.8199
100 3 0.12205 2.02403
100 4 0.6728 0.862069
100 5 0.84785 0.767937
100 6 0.86295 0.761188
100 7 0.8834 0.752326
100 8 0.89165 0.748838
100 9 0.89285 0.748334
100 10 0.8967 0.746726
100 11 0.902 0.744529
100 12 0.8991 0.745729
100 13 0.9007 0.745066
100 14 0.9013 0.744818
100 15 0.90205 0.744509
100 16 0.9051 0.743253
100 17 0.9019 0.74457
100 18 0.9017 0.744653
100 19 0.9006 0.745108
100 20 0.90015 0.745294
100 21 0.898 0.746186
100 22 0.8975 0.746393
100 23 0.89555 0.747206
100 24 0.89305 0.748251
100 25 0.8768 0.755153
100 26 0.8297 0.776291
100 27 0.5668 0.939226
100 28 0.4282 1.08059
100 29 0.3301 1.23073
100 30 0.2509 1.41167
100 31 0.18605 1.63934
100 32 0.12775 1.97836
100 33 0.0595 2.89886
100 34 5e-05 100
500 1 0 0
500 2 0 0
500 3 0.0095 7.25476
500 4 0.2998 1.29142
500 5 0.5046 0.995431
500 6 0.57485 0.932626
500 7 0.6016 0.911656
500 8 0.618 0.899478
500 9 0.62505 0.894391
500 10 0.6212 0.897159
500 11 0.6285 0.891933
500 12 0.6106 0.904913
500 13 0.60535 0.908828
500 14 0.5981 0.91432
500 15 0.57445 0.932951
500 16 0.56745 0.938688
500 17 0.54275 0.95981
500 18 0.52595 0.975018
500 19 0.50655 0.993514
500 20 0.48725 1.013
500 21 0.46445 1.03757
500 22 0.4404 1.06552
500 23 0.4076 1.10756
500 24 0.38605 1.13805
500 25 0.3415 1.21001
500 26 0.2902 1.31261
500 27 0.2033 1.56825
500 28 0.1467 1.84616
500 29 0.10265 2.20702
500 30 0.06595 2.75345
500 31 0.04185 3.45651
500 32 0.01895 5.13665
500 33 0.00405 11.1111
500 34 0 0
1000 1 0 0
1000 2 0 0
1000 3 0.00305 12.8037
1000 4 0.1777 1.67742
1000 5 0.3344 1.22279
1000 6 0.4037 1.1129
1000 7 0.43885 1.0674
1000 8 0.45195 1.05182
1000 9 0.4637 1.0384
1000 10 0.47075 1.0306
1000 11 0.46405 1.03801
1000 12 0.45315 1.05042
1000 13 0.4475 1.05703
1000 14 0.4323 1.07546
1000 15 0.41115 1.10277
1000 16 0.40285 1.11407
1000 17 0.38705 1.13658
1000 18 0.37075 1.1613
1000 19 0.35055 1.19429
1000 20 0.3304 1.23017
1000 21 0.31035 1.26928
1000 22 0.29135 1.31002
1000 23 0.2701 1.36058
1000 24 0.2465 1.42422
1000 25 0.2182 1.51376
1000 26 0.1846 1.64577
1000 27 0.1271 1.98341
1000 28 0.0875 2.39046
1000 29 0.06085 2.86652
1000 30 0.03925 3.56915
1000 31 0.023 4.66252
1000 32 0.0096 7.21688
1000 33 0.00165 17.4078
1000 34 0 0
2000 1 0 0
2000 2 0 0
2000 3 0.00065 27.735
2000 4 0.0952 2.29175
2000 5 0.2071 1.5538
2000 6 0.2655 1.37231
2000 7 0.30075 1.28938
2000 8 0.319 1.25196
2000 9 0.32285 1.24447
2000 10 0.3234 1.24341
2000 11 0.32185 1.2464
2000 12 0.31905 1.25186
2000 13 0.3073 1.27557
2000 14 0.29255 1.30733
2000 15 0.28145 1.33286
2000 16 0.26685 1.36884
2000 17 0.2547 1.4011
2000 18 0.2414 1.43918
2000 19 0.23355 1.46317
2000 20 0.21815 1.51394
2000 21 0.2009 1.57759
2000 22 0.18435 1.64689
2000 23 0.17265 1.70177
2000 24 0.1527 1.80953
2000 25 0.1351 1.92379
2000 26 0.10485 2.18374
2000 27 0.07245 2.62703
2000 28 0.04875 3.20256
2000 29 0.03155 3.98094
2000 30 0.02125 4.85071
2000 31 0.0122 6.40184
2000 32 0.0041 11.0432
2000 33 0.0009 23.5702
2000 34 0 0
3000 1 0 0
3000 2 0 0
3000 3 0.0003 40.8248
3000 4 0.0668 2.73588
3000 5 0.14725 1.84271
3000 6 0.20185 1.57388
3000 7 0.2351 1.45834
3000 8 0.2501 1.41393
3000 9 0.24925 1.41634
3000 10 0.25035 1.41322
3000 11 0.2506 1.41252
3000 12 0.23675 1.45325
3000 13 0.23325 1.46411
3000 14 0.223 1.49738
3000 15 0.2136 1.52998
3000 16 0.20495 1.56193
3000 17 0.189 1.6265
3000 18 0.179 1.67132
3000 19 0.1763 1.68406
3000 20 0.16265 1.75331
3000 21 0.14815 1.83711
3000 22 0.13335 1.93637
3000 23 0.1226 2.01948
3000 24 0.1079 2.15265
3000 25 0.09095 2.34468
3000 26 0.07375 2.60378
3000 27 0.04875 3.20256
3000 28 0.0331 3.88661
3000 29 0.02225 4.74045
3000 30 0.01505 5.7639
3000 31 0.00745 8.19232
3000 32 0.0026 13.8675
3000 33 0.0003 40.8248
3000 34 0 0
4000 1 0 0
4000 2 0 0
4000 3 0.00035 37.7964
4000 4 0.04715 3.25645
4000 5 0.1134 2.0998
4000 6 0.1557 1.79201
4000 7 0.1858 1.64045
4000 8 0.1975 1.59111
4000 9 0.2029 1.5698
4000 10 0.20985 1.54358
4000 11 0.202 1.57329
4000 12 0.1975 1.59111
4000 13 0.19065 1.61945
4000 14 0.1775 1.67836
4000 15 0.16755 1.72748
4000 16 0.159 1.77332
4000 17 0.1547 1.79779
4000 18 0.14315 1.86891
4000 19 0.12735 1.98146
4000 20 0.1231 2.01538
4000 21 0.11415 2.09289
4000 22 0.1043 2.18949
4000 23 0.09035 2.35245
4000 24 0.083 2.4544
4000 25 0.06895 2.69289
4000 26 0.0494 3.18142
4000 27 0.0343 3.81802
4000 28 0.02445 4.52216
4000 29 0.0159 5.60772
4000 30 0.01065 6.85189
4000 31 0.0046 10.4257
4000 32 0.00145 18.5695
4000 33 0.0002 50
4000 34 0 0
5000 1 0 0
5000 2 0 0
5000 3 5e-05 100
5000 4 0.03295 3.89545
5000 5 0.0885 2.37691
5000 6 0.1276 1.97952
5000 7 0.15585 1.79115
5000 8 0.1679 1.72568
5000 9 0.17245 1.70276
5000 10 0.17675 1.68192
5000 11 0.1719 1.70548
5000 12 0.16695 1.73058
5000 13 0.1566 1.78685
5000 14 0.1486 1.83432
5000 15 0.1411 1.88244
5000 16 0.13505 1.92414
5000 17 0.1255 1.99601
5000 18 0.11275 2.10585
5000 19 0.10405 2.19212
5000 20 0.102 2.21404
5000 21 0.09175 2.33444
5000 22 0.0812 2.48146
5000 23 0.0724 2.62794
5000 24 0.06555 2.76184
5000 25 0.04975 3.17021
5000 26 0.0392 3.57143
5000 27 0.0271 4.29537
5000 28 0.01795 5.2778
5000 29 0.01215 6.415
5000 30 0.0065 8.77058
5000 31 0.0036 11.7851
5000 32 0.00125 20
5000 33 0.0001 70.7107
5000 34 0 0
6000 1 0 0
6000 2 0 0
6000 3 0.0001 70.7107
6000 4 0.02365 4.598
6000 5 0.07275 2.62161
6000 6 0.11015 2.13056
6000 7 0.13105 1.95329
6000 8 0.1422 1.87515
6000 9 0.15015 1.82483
6000 10 0.15455 1.79867
6000 11 0.1464 1.84805
6000 12 0.14335 1.86761
6000 13 0.13515 1.92343
6000 14 0.1257 1.99442
6000 15 0.1146 2.08878
6000 16 0.1098 2.13395
6000 17 0.1024 2.20971
6000 18 0.0969 2.27155
6000 19 0.09355 2.31187
6000 20 0.08685 2.39939
6000 21 0.0749 2.58371
6000 22 0.0684 2.70369
6000 23 0.0562 2.98275
6000 24 0.05215 3.09641
6000 25 0.04085 3.49856
6000 26 0.0278 4.24094
6000 27 0.02125 4.85071
6000 28 0.01285 6.23783
6000 29 0.00855 7.64719
6000 30 0.00505 9.95037
6000 31 0.0023 14.7442
6000 32 0.00065 27.735
6000 33 0.0001 70.7107
6000 34 0 0
7000 1 0 0
7000 2 0 0
7000 3 5e-05 100
7000 4 0.0204 4.95074
7000 5 0.0646 2.78207
7000 6 0.0909 2.34533
7000 7 0.10915 2.14029
7000 8 0.12265 2.01907
7000 9 0.13285 1.94001
7000 10 0.13085 1.95478
7000 11 0.12515 1.9988
7000 12 0.12455 2.00361
7000 13 0.1136 2.09795
7000 14 0.1105 2.12718
7000 15 0.1049 2.18322
7000 16 0.0916 2.33635
7000 17 0.09055 2.34985
7000 18 0.08025 2.4961
7000 19 0.07275 2.62161
7000 20 0.07025 2.66785
7000 21 0.05895 2.91235
7000 22 0.05305 3.07003
7000 23 0.0496 3.175
7000 24 0.04255 3.42796
7000 25 0.0315 3.9841
7000 26 0.0224 4.72456
7000 27 0.01645 5.51318
7000 28 0.0104 6.93375
7000 29 0.0066 8.70388
7000 30 0.00345 12.0386
7000 31 0.00145 18.5695
7000 32 0.0006 28.8675
7000 33 0 0
7000 34 0 0
8000 1 0 0
8000 2 0 0
8000 3 5e-05 100
8000 4 0.0158 5.62544
8000 5 0.04985 3.16703
8000 6 0.0774 2.54164
8000 7 0.0955 2.28814
8000 8 0.10945 2.13736
8000 9 0.1156 2.07973
8000 10 0.11705 2.0668
8000 11 0.11195 2.11336
8000 12 0.1107 2.12526
8000 13 0.10235 2.21025
8000 14 0.09895 2.2479
8000 15 0.0925 2.32495
8000 16 0.083 2.4544
8000 17 0.075 2.58199
8000 18 0.06895 2.69289
8000 19 0.0605 2.8748
8000 20 0.05945 2.90007
8000 21 0.05325 3.06426
8000 22 0.04485 3.3389
8000 23 0.04 3.53553
8000 24 0.0297 4.10305
8000 25 0.02345 4.61757
8000 26 0.0189 5.14344
8000 27 0.0124 6.35001
8000 28 0.0077 8.05823
8000 29 0.0049 10.1015
8000 30 0.00265 13.7361
8000 31 0.001 22.3607
8000 32 0.0006 28.8675
8000 33 5e-05 100
8000 34 0 0
9000 1 0 0
9000 2 0 0
9000 3 0 0
9000 4 0.01515 5.74485
9000 5 0.0424 3.43401
9000 6 0.06745 2.72266
9000 7 0.08655 2.40354
9000 8 0.0937 2.31002
9000 9 0.1011 2.22387
9000 10 0.1015 2.21948
9000 11 0.0996 2.24055
9000 12 0.0916 2.33635
9000 13 0.0913 2.34018
9000 14 0.0843 2.43541
9000 15 0.0777 2.53673
9000 16 0.06985 2.67548
9000 17 0.0642 2.79073
9000 18 0.0573 2.95398
9000 19 0.05435 3.03309
9000 20 0.0477 3.23762
9000 21 0.0423 3.43807
9000 22 0.03925 3.56915
9000 23 0.03355 3.86046
9000 24 0.0272 4.28746
9000 25 0.02055 4.93264
9000 26 0.016 5.59017
9000 27 0.00965 7.19816
9000 28 0.00685 8.54358
9000 29 0.00385 11.3961
9000 30 0.002 15.8114
9000 31 0.00065 27.735
9000 32 5e-05 100
9000 33 0 0
9000 34 0 0
10000 1 0 0
10000 2 0 0
10000 3 0 0
10000 4 0.01075 6.81994
10000 5 0.0367 3.69107
10000 6 0.0553 3.00692
