  2.5000001E-04   250.0000             122
         122
  2.5000001E-04  5.5797201E-02
  3.7500000E-04  7.1889199E-02
  5.0000002E-04  8.6048305E-02
  6.2499999E-04  9.8924004E-02
  7.5000001E-04  0.1108610    
  1.0000000E-03  0.1326890    
  1.2500000E-03  0.1525340    
  1.5000000E-03  0.1709270    
  1.7500001E-03  0.1881910    
  2.0000001E-03  0.2045410    
  2.2499999E-03  0.2201310    
  2.4999999E-03  0.2350720    
  3.1250000E-03  0.2701050    
  3.7499999E-03  0.3025020    
  4.3750000E-03  0.3328280    
  4.9999999E-03  0.3614540    
  5.6250002E-03  0.3886440    
  6.2500001E-03  0.4145870    
  6.8750000E-03  0.4394290    
  7.4999998E-03  0.4632810    
  8.7500000E-03  0.5083580    
  9.9999998E-03  0.5503540    
  1.1250000E-02  0.5896380    
  1.2500000E-02  0.6264830    
  1.3750000E-02  0.6611000    
  1.5000000E-02  0.6936600    
  1.6249999E-02  0.7243050    
  1.7500000E-02  0.7531610    
  1.8750001E-02  0.7803410    
  2.0000000E-02  0.8059480    
  2.1250000E-02  0.8300790    
  2.2500001E-02  0.8528260    
  2.3750000E-02  0.8742730    
  2.5000000E-02  0.8945040    
  3.1250000E-02  0.9799840    
  3.7500001E-02   1.045030    
  4.3749999E-02   1.095570    
  5.0000001E-02   1.135680    
  5.6249999E-02   1.168080    
  6.2500000E-02   1.194570    
  6.8750001E-02   1.216420    
  7.5000003E-02   1.234480    
  8.7499999E-02   1.261700    
  0.1000000       1.279770    
  0.1125000       1.290940    
  0.1250000       1.296800    
  0.1375000       1.298480    
  0.1500000       1.296880    
  0.1625000       1.292680    
  0.1750000       1.286410    
  0.1875000       1.278510    
  0.2000000       1.269320    
  0.2125000       1.259120    
  0.2250000       1.248140    
  0.2375000       1.236570    
  0.2500000       1.224540    
  0.3125000       1.161360    
  0.3750000       1.098480    
  0.4375000       1.039330    
  0.5000000      0.9849220    
  0.5625000      0.9375810    
  0.6250000      0.8954020    
  0.6875000      0.8568250    
  0.7500000      0.8210380    
  0.8750000      0.7561440    
   1.000000      0.6985660    
   1.125000      0.6478200    
   1.250000      0.6048120    
   1.375000      0.5678450    
   1.500000      0.5356800    
   1.625000      0.5074120    
   1.750000      0.4823540    
   1.875000      0.4599660    
   2.000000      0.4398380    
   2.125000      0.4216340    
   2.250000      0.4050670    
   2.375000      0.3899120    
   2.500000      0.3759950    
   3.125000      0.3204580    
   3.750000      0.2807070    
   4.375000      0.2507070    
   5.000000      0.2271080    
   5.625000      0.2080220    
   6.250000      0.1922180    
   6.875000      0.1788920    
   7.500000      0.1674770    
   8.750000      0.1489050    
   10.00000      0.1343940    
   11.25000      0.1227170    
   12.50000      0.1130950    
   13.75000      0.1050130    
   15.00000      9.8124601E-02
   16.25000      9.2170902E-02
   17.50000      8.6971201E-02
   18.75000      8.2386702E-02
   20.00000      7.8311697E-02
   21.25000      7.4665196E-02
   22.50000      7.1381696E-02
   23.75000      6.8407096E-02
   25.00000      6.5698802E-02
   31.25000      5.5112801E-02
   37.50000      4.7758203E-02
   43.75000      4.2335000E-02
   50.00000      3.8156603E-02
   56.25000      3.4834400E-02
   62.50000      3.2126300E-02
   68.75000      2.9873900E-02
   75.00000      2.7969901E-02
   87.50000      2.4923300E-02
   100.0000      2.2590600E-02
   112.5000      2.0745199E-02
   125.0000      1.9247700E-02
   137.5000      1.8007601E-02
   150.0000      1.6963700E-02
   162.5000      1.6072599E-02
   175.0000      1.5303001E-02
   187.5000      1.4631700E-02
   200.0000      1.4041000E-02
   212.5000      1.3517300E-02
   225.0000      1.3049900E-02
   237.5000      1.2630300E-02
   250.0000      1.2251601E-02
