  2.5000001E-04   250.0000             122
         122
  2.5000001E-04  0.1905850    
  3.7500000E-04  0.2255880    
  5.0000002E-04  0.2542540    
  6.2499999E-04  0.2789720    
  7.5000001E-04  0.3009390    
  1.0000000E-03  0.3391640    
  1.2500000E-03  0.3721160    
  1.5000000E-03  0.4013940    
  1.7500001E-03  0.4279290    
  2.0000001E-03  0.4523180    
  2.2499999E-03  0.4749730    
  2.4999999E-03  0.4961890    
  3.1250000E-03  0.5442640    
  3.7499999E-03  0.5869240    
  4.3750000E-03  0.6255350    
  4.9999999E-03  0.6609720    
  5.6250002E-03  0.6938360    
  6.2500001E-03  0.7245600    
  6.8750000E-03  0.7534680    
  7.4999998E-03  0.7808100    
  8.7500000E-03  0.8315420    
  9.9999998E-03  0.8779270    
  1.1250000E-02  0.9207690    
  1.2500000E-02  0.9606440    
  1.3750000E-02  0.9979880    
  1.5000000E-02   1.033130    
  1.6249999E-02   1.066340    
  1.7500000E-02   1.097830    
  1.8750001E-02   1.127780    
  2.0000000E-02   1.156320    
  2.1250000E-02   1.183580    
  2.2500001E-02   1.209670    
  2.3750000E-02   1.234670    
  2.5000000E-02   1.258660    
  3.1250000E-02   1.365680    
  3.7500001E-02   1.455140    
  4.3749999E-02   1.530860    
  5.0000001E-02   1.595370    
  5.6249999E-02   1.650490    
  6.2500000E-02   1.697610    
  6.8750001E-02   1.737830    
  7.5000003E-02   1.772040    
  8.7499999E-02   1.825330    
  0.1000000       1.862220    
  0.1125000       1.886300    
  0.1250000       1.900320    
  0.1375000       1.906420    
  0.1500000       1.906290    
  0.1625000       1.901240    
  0.1750000       1.892340    
  0.1875000       1.880420    
  0.2000000       1.866140    
  0.2125000       1.850050    
  0.2250000       1.832550    
  0.2375000       1.814000    
  0.2500000       1.794670    
  0.3125000       1.684440    
  0.3750000       1.571330    
  0.4375000       1.466390    
  0.5000000       1.371950    
  0.5625000       1.287680    
  0.6250000       1.212540    
  0.6875000       1.145370    
  0.7500000       1.085080    
  0.8750000      0.9819110    
   1.000000      0.8982120    
   1.125000      0.8296130    
   1.250000      0.7720450    
   1.375000      0.7229390    
   1.500000      0.6804080    
   1.625000      0.6431140    
   1.750000      0.6101870    
   1.875000      0.5808110    
   2.000000      0.5544100    
   2.125000      0.5306100    
   2.250000      0.5089700    
   2.375000      0.4892410    
   2.500000      0.4711730    
   3.125000      0.3992010    
   3.750000      0.3478010    
   4.375000      0.3090740    
   5.000000      0.2787630    
   5.625000      0.2543220    
   6.250000      0.2341700    
   6.875000      0.2172320    
   7.500000      0.2027780    
   8.750000      0.1794110    
   10.00000      0.1612430    
   11.25000      0.1466980    
   12.50000      0.1347680    
   13.75000      0.1247930    
   15.00000      0.1163190    
   16.25000      0.1090240    
   17.50000      0.1026730    
   18.75000      9.7089998E-02
   20.00000      9.2141099E-02
   21.25000      8.7721705E-02
   22.50000      8.3749600E-02
   23.75000      8.0158696E-02
   25.00000      7.6895602E-02
   31.25000      6.4197198E-02
   37.50000      5.5430502E-02
   43.75000      4.8993401E-02
   50.00000      4.4055197E-02
   56.25000      4.0140700E-02
   62.50000      3.6957599E-02
   68.75000      3.4316100E-02
   75.00000      3.2087103E-02
   87.50000      2.8528798E-02
   100.0000      2.5811300E-02
   112.5000      2.3665801E-02
   125.0000      2.1927699E-02
   137.5000      2.0490400E-02
   150.0000      1.9281799E-02
   162.5000      1.8251101E-02
   175.0000      1.7361701E-02
   187.5000      1.6586399E-02
   200.0000      1.5904600E-02
   212.5000      1.5300500E-02
   225.0000      1.4761500E-02
   237.5000      1.4277700E-02
   250.0000      1.3841100E-02
