0.025 1000 53
53
0.025  6.04127    0.326824
0.03  6.73335    0.391822
0.04  7.82691    0.511003
0.05  8.75158    0.624717
0.06  9.82103    0.754096
0.07  10.8049    0.882407
0.08  11.6193    1.00098
0.09  12.4789    1.12689
0.1  13.1772    1.24117
0.15  16.1142    1.78506
0.2  18.0481    2.24312
0.25  19.1096    2.59679
0.3  19.7798    2.89121
0.4  20.3659    3.33993
0.5  20.409    3.65947
0.6  20.2345    3.90266
0.7  19.9507    4.09267
0.8  19.7671    4.27747
0.9  19.2871    4.37495
1  18.9818    4.49102
1.5  17.2456    4.7987
2  15.7022    4.9021
2.5  14.3853    4.91026
3  13.2343    4.85912
4  11.4564    4.71933
5  10.0707    4.53581
6  8.98352    4.35227
7  8.09829    4.17293
8  7.39727    4.02084
9  6.78625    3.86666
10  6.28006    3.73227
15  4.59194    3.20953
20  3.65028    2.86251
25  3.04555    2.61127
30  2.6257    2.4216
40  2.0767    2.14885
50  1.73539    1.96334
60  1.50189    1.82771
70  1.33269    1.72495
80  1.20224    1.64149
90  1.09767    1.57101
100  1.01484    1.51498
150  0.75733    1.32963
200  0.624703    1.23054
250  0.543296    1.1701
300  0.489928    1.13498
400  0.421689    1.09604
500  0.381781    1.08495
600  0.355595    1.08699
700  0.336888    1.0953
800  0.323641    1.10996
900  0.314351    1.13011
1000  0.306792    1.15041
