0.025 1000 53
53
0.025  4.41575    0.311873
0.03  5.00335    0.380108
0.04  5.85845    0.49935
0.05  6.63117    0.617982
0.06  7.43556    0.74537
0.07  8.27556    0.882337
0.08  8.96101    1.00784
0.09  9.58234    1.12971
0.1  10.1597    1.24933
0.15  12.6528    1.82988
0.2  14.0072    2.2728
0.25  14.7008    2.60804
0.3  15.0896    2.87955
0.4  15.364    3.28948
0.5  15.3435    3.59178
0.6  15.2325    3.83556
0.7  14.989    4.01429
0.8  14.7696    4.17257
0.9  14.4521    4.27981
1  14.2623    4.40541
1.5  12.9709    4.71198
2  11.9001    4.85022
2.5  11.0005    4.90216
3  10.2199    4.89886
4  8.97974    4.82932
5  8.00155    4.70501
6  7.25097    4.58622
7  6.60743    4.44498
8  6.07856    4.31355
9  5.65549    4.20693
10  5.26349    4.08387
15  3.95954    3.6131
20  3.19904    3.27514
25  2.69848    3.0206
30  2.34332    2.82149
40  1.87146    2.52815
50  1.57369    2.32436
60  1.36633    2.17077
70  1.21353    2.05063
80  1.09686    1.95517
90  1.00413    1.87623
100  0.92949    1.81152
150  0.695815    1.59488
200  0.575262    1.47937
250  0.501935    1.41131
300  0.452666    1.36907
400  0.390525    1.32517
500  0.353957    1.31322
600  0.329992    1.31693
700  0.313468    1.33055
800  0.301487    1.3499
900  0.292708    1.37382
1000  0.285842    1.39934
