   5.000000       3279.000    
   15.00000       4470.000    
   25.00000       5535.000    
   35.00000       6128.000    
   45.00000       7106.000    
   55.00000       7563.000    
   65.00000       7802.000    
   75.00000       7766.000    
   85.00000       7358.000    
   95.00000       6565.000    
   105.0000       5510.000    
   115.0000       4493.000    
   125.0000       3409.000    
   135.0000       2426.000    
   145.0000       1576.000    
   155.0000       1027.000    
   165.0000       536.0000    
   175.0000       285.0000    
   185.0000       145.0000    
   195.0000       63.00000    
   205.0000       34.00000    
   215.0000       11.00000    
   225.0000       4.000000    
   235.0000       2.000000    
   245.0000       3.000000    
   255.0000       0.000000    
   265.0000       0.000000    
   275.0000       0.000000    
   285.0000       0.000000    
   295.0000       0.000000    
