0.025 1000 53
53
0.025  7.50396    0.419618
0.03  8.38873    0.504584
0.04  10.054    0.678501
0.05  11.7674    0.868277
0.06  13.4761    1.06958
0.07  14.8311    1.25199
0.08  16.1392    1.43716
0.09  17.2133    1.60676
0.1  18.0532    1.75769
0.15  21.4684    2.45824
0.2  22.8285    2.93277
0.25  23.3009    3.27293
0.3  23.3899    3.53399
0.4  22.809    3.86651
0.5  22.1502    4.10539
0.6  21.4324    4.27287
0.7  20.8917    4.42999
0.8  20.27    4.53397
0.9  19.7336    4.62691
1  19.2244    4.70156
1.5  16.9761    4.88273
2  15.2273    4.91386
2.5  13.691    4.83058
3  12.5373    4.75817
4  10.7626    4.58279
5  9.51062    4.42777
6  8.51538    4.26435
7  7.74918    4.12746
8  7.08672    3.98171
9  6.55789    3.86233
10  6.10797    3.75219
15  4.56599    3.29883
20  3.66536    2.9711
25  3.07608    2.72623
30  2.66496    2.54055
40  2.12023    2.26775
50  1.77469    2.07539
60  1.53378    1.92935
70  1.36009    1.81968
80  1.22634    1.73076
90  1.12019    1.65721
100  1.03438    1.59614
150  0.769334    1.39617
200  0.634018    1.29093
250  0.551046    1.22674
300  0.496027    1.1878
400  0.42641    1.14562
500  0.385076    1.13116
600  0.358274    1.13205
700  0.339494    1.14093
800  0.325672    1.15453
900  0.314952    1.17039
1000  0.306771    1.18906
