0.025 1000 53
53
0.025  0.718915    0.126508
0.03  0.897814    0.169941
0.04  1.11876    0.237589
0.05  1.35319    0.314204
0.06  1.58971    0.397048
0.07  1.79461    0.476731
0.08  1.9798    0.554781
0.09  2.14389    0.629744
0.1  2.30768    0.707034
0.15  2.96253    1.06749
0.2  3.37512    1.36448
0.25  3.62621    1.60285
0.3  3.77782    1.7962
0.4  3.99313    2.13011
0.5  4.09844    2.3904
0.6  4.20607    2.63877
0.7  4.27767    2.85437
0.8  4.32795    3.04637
0.9  4.35103    3.21036
1  4.38204    3.37241
1.5  4.31971    3.90981
2  4.17396    4.23862
2.5  4.02387    4.4677
3  3.88893    4.64454
4  3.57561    4.79113
5  3.31976    4.86361
6  3.09756    4.88141
7  2.88807    4.84074
8  2.71366    4.79794
9  2.57538    4.77312
10  2.43737    4.71178
15  1.94022    4.41115
20  1.62126    4.13552
25  1.39864    3.90072
30  1.23296    3.69881
40  1.00591    3.38569
50  0.853174    3.13971
60  0.746963    2.95681
70  0.672217    2.83018
80  0.613567    2.72497
90  0.565345    2.63193
100  0.526196    2.55512
150  0.401963    2.29555
200  0.337131    2.1601
250  0.296092    2.07428
300  0.268246    2.02137
400  0.233288    1.97234
500  0.212833    1.9674
600  0.19964    1.98505
700  0.190751    2.0173
800  0.184145    2.05428
900  0.179289    2.0966
1000  0.175785    2.14411
