0.025 1000 53
53
0.025  4.30733    0.35521
0.03  5.10371    0.452727
0.04  6.25574    0.622593
0.05  7.49209    0.815254
0.06  8.45962    0.990177
0.07  9.30056    1.15784
0.08  10.0461    1.31927
0.09  10.5502    1.45231
0.1  11.0363    1.58461
0.15  12.2083    2.06154
0.2  12.4849    2.36536
0.25  12.5166    2.59277
0.3  12.5274    2.79133
0.4  12.4695    3.11727
0.5  12.471    3.40872
0.6  12.3643    3.63522
0.7  12.304    3.84759
0.8  12.1664    4.01328
0.9  12.0648    4.17177
1  11.9184    4.29854
1.5  11.0514    4.68766
2  10.2304    4.86863
2.5  9.40711    4.89479
3  8.76254    4.90433
4  7.6963    4.8329
5  6.82506    4.68593
6  6.16589    4.55363
7  5.60231    4.40056
8  5.16908    4.28303
9  4.82264    4.18874
10  4.50947    4.08533
15  3.39242    3.6145
20  2.766    3.30647
25  2.35725    3.08094
30  2.06148    2.89821
40  1.66083    2.6197
50  1.40265    2.41901
60  1.22127    2.26555
70  1.08844    2.14757
80  0.984793    2.04966
90  0.904238    1.97279
100  0.837628    1.90613
150  0.629582    1.68496
200  0.52207    1.56762
250  0.456229    1.49782
300  0.413236    1.45931
400  0.356577    1.41279
500  0.323506    1.40143
600  0.301632    1.40553
700  0.286985    1.42233
800  0.276129    1.44361
900  0.268283    1.47025
1000  0.262408    1.49996
